Name,Nation,Team,Position,Age,Matches_Played,Starts,Minutes,Goals,Assists,Yellow_Cards,Red_Cards,xG,xAG,Progressive_Carries,Progressive_Passes,Progressive_Passes_Received,Goals_Per90,Assists_Per90,xG_Per90,xAG_Per90,GA90,Save_Pct,CS_Pct,PK_Save_Pct,SoT_Pct,SoT_Per90,Goals_Per_Shot,Avg_Shot_Distance,Passes_Completed,Pass_Completion_Pct,Progressive_Passing_Distance,Short_Pass_Pct,Medium_Pass_Pct,Long_Pass_Pct,Key_Passes,Passes_Into_Final_Third,Passes_Into_Penalty_Area,Crosses_Into_Penalty_Area,SCA,SCA90,GCA,GCA90,Tackles,Tackles_Won,Challenges,Challenges_Lost,Blocks,Blocked_Shots,Blocked_Passes,Interceptions,Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Take_Ons_Attempted,Take_Ons_Success_Pct,Take_Ons_Tackled_Pct,Carries,Progressive_Carries_Distance,Carries_Into_Final_Third,Carries_Into_Penalty_Area,Miscontrols,Dispossessed,Passes_Received,Fouls_Committed,Fouls_Drawn,Offsides,Crosses,Ball_Recoveries,Aerials_Won,Aerials_Lost,Aerials_Won_Pct,transfer_value,Cluster
Jason Steele,eng ENG,Brighton,GK,33,2,2,180,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.50,75.0,50.0,N/a,N/a,0.0,N/a,N/a,101,90.2,1556,100.0,96.9,65.4,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,114,107,114,0,0,0,0,N/a,N/a,91,151,0,0,0,0,83,0,1,0,0,7,1,1,50.0,€1.5M,0
Jack Stephens,eng ENG,Southampton,DF,30,19,17,1389,1,0,2,2,0.6,0.2,14,63,2,0.06,0.0,0.04,0.01,N/a,N/a,N/a,N/a,50.0,0.13,0.25,11.0,879,92.0,4366,93.0,94.3,83.1,3,51,5,0,13,0.84,0,0.0,34,20,30,13,20,13,7,13,1097,128,461,543,97,11,4,0.0,100.0,631,1407,12,1,3,3,783,13,4,1,1,44,6,10,37.5,€1.2M,0
Raheem Sterling,eng ENG,Arsenal,FWMF,29,17,7,499,0,2,1,0,1.4,0.5,27,18,79,0.0,0.36,0.26,0.09,N/a,N/a,N/a,N/a,0.0,0.0,0.00,15.1,158,78.6,403,88.0,75.4,75.0,8,4,9,2,19,3.43,3,0.54,9,4,10,5,3,0,3,1,274,2,10,58,209,38,30,33.3,33.3,201,750,11,15,13,14,211,12,8,4,16,16,1,3,25.0,€17.5M,0
Ross Stewart,sct SCO,Southampton,FW,28,12,4,389,1,0,1,0,1.1,0.0,3,2,10,0.23,0.0,0.25,0.0,N/a,N/a,N/a,N/a,22.2,0.46,0.11,10.8,67,70.5,86,75.6,78.1,0.0,0,2,1,0,5,1.16,0,0.0,6,4,8,5,3,0,3,1,140,9,25,55,62,15,5,60.0,40.0,64,81,0,4,7,9,100,7,7,1,0,6,13,23,36.1,€50K,0
Jakub Stolarczyk,pl POL,Leicester City,GK,23,10,10,900,0,0,1,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,1.60,63.6,20.0,N/a,N/a,0.0,N/a,N/a,238,61.7,4560,100.0,96.8,34.5,0,2,0,0,0,0.0,0,0.0,2,1,2,1,0,0,0,0,411,309,406,6,0,0,0,N/a,N/a,221,595,0,0,1,0,225,0,0,0,0,8,5,0,100.0,€1.3M,0
John Stones,eng ENG,Manchester City,DFMF,30,11,6,548,2,0,1,0,0.4,0.1,10,21,2,0.33,0.0,0.07,0.01,N/a,N/a,N/a,N/a,100.0,0.33,1.00,5.1,367,91.1,1601,94.4,92.5,77.5,2,42,0,0,8,1.31,2,0.33,6,2,5,0,5,3,2,4,442,40,142,234,68,4,2,100.0,0.0,292,1183,14,0,2,0,333,2,2,0,0,22,8,6,57.1,€30.4M,0
Yukinari Sugawara,jp JPN,Southampton,DFMF,24,30,16,1557,1,1,4,0,0.5,2.2,33,72,78,0.06,0.06,0.03,0.13,N/a,N/a,N/a,N/a,35.7,0.29,0.07,20.2,713,80.0,3454,88.3,83.2,48.7,17,47,21,9,39,2.25,1,0.06,31,18,31,12,21,10,11,11,1066,67,327,410,334,29,20,45.0,50.0,564,1384,16,7,18,5,709,15,10,4,70,44,5,9,35.7,€4.1M,0
Kamaldeen Sulemana,gh GHA,Southampton,FWMF,22,26,17,1402,1,1,2,0,1.5,1.0,63,27,87,0.06,0.06,0.1,0.06,N/a,N/a,N/a,N/a,27.6,0.51,0.03,18.6,285,79.8,627,88.1,83.5,46.4,10,6,13,7,30,1.93,3,0.19,22,17,15,5,16,4,12,6,587,17,92,219,301,59,103,37.9,54.4,380,1620,37,28,50,25,410,22,11,3,26,63,13,27,32.5,€17M,0
Crysencio Summerville,nl NED,West Ham,FWMF,22,19,7,786,1,1,2,0,1.6,1.7,29,18,71,0.11,0.11,0.19,0.19,N/a,N/a,N/a,N/a,28.6,0.46,0.07,13.4,194,76.4,640,84.5,88.7,50.0,17,13,12,5,35,4.01,1,0.11,13,7,9,6,13,4,9,0,372,9,47,147,181,38,39,33.3,46.2,207,762,15,13,20,16,259,9,23,4,21,38,4,9,30.8,€25.7M,0
Sammie Szmodics,ie IRL,Ipswich Town,FWMF,28,20,13,992,4,0,2,0,3.4,0.2,16,19,47,0.36,0.0,0.31,0.02,N/a,N/a,N/a,N/a,57.1,1.09,0.19,14.0,149,74.1,724,87.8,83.1,51.7,5,11,4,1,10,0.91,0,0.0,16,10,26,19,10,2,8,6,318,17,80,125,119,33,12,33.3,50.0,179,407,8,7,24,17,193,9,8,8,14,42,6,11,35.3,€5.9M,0
Dominik Szoboszlai,hu HUN,Liverpool,MF,23,36,29,2491,6,6,6,0,7.3,7.4,72,131,127,0.22,0.22,0.27,0.27,N/a,N/a,N/a,N/a,32.8,0.79,0.09,18.9,1114,84.3,3641,89.6,88.0,71.4,56,88,33,5,119,4.3,16,0.58,38,20,45,28,39,5,34,9,1584,32,220,761,626,104,41,51.2,41.5,805,2372,49,18,37,23,1073,44,24,4,41,133,19,23,45.2,€70.5M,0
James Tarkowski,eng ENG,Everton,DF,31,33,33,2922,1,1,6,0,1.3,2.9,9,75,3,0.03,0.03,0.04,0.09,N/a,N/a,N/a,N/a,26.7,0.12,0.07,8.4,1045,81.0,8229,84.5,91.9,62.7,16,83,11,0,38,1.17,4,0.12,64,40,39,15,57,42,15,41,1706,355,974,635,106,57,7,71.4,28.6,727,1943,10,0,13,7,927,35,28,2,1,98,102,33,75.6,€15.5M,0
Marcus Tavernier,eng ENG,Bournemouth,FWMF,25,29,20,1939,3,5,6,0,5.5,4.0,53,128,129,0.14,0.23,0.25,0.19,N/a,N/a,N/a,N/a,29.8,0.79,0.05,21.1,689,73.8,3481,86.3,79.5,47.2,43,80,40,14,98,4.55,11,0.51,43,24,27,17,16,3,13,5,1196,20,135,468,622,58,65,43.1,47.7,705,2068,51,9,46,47,790,34,28,4,108,119,26,33,44.1,€21.3M,0
Charlie Taylor,eng ENG,Southampton,DF,30,8,3,356,0,0,1,0,0.0,0.1,3,9,7,0.0,0.0,0.0,0.02,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,196,87.9,910,93.3,92.0,71.4,1,9,3,1,2,0.51,1,0.25,7,5,7,2,8,5,3,5,279,35,121,120,39,2,2,100.0,0.0,116,187,3,0,1,1,172,2,3,0,9,10,6,2,75.0,€2.1M,0
Jack Taylor,ie IRL,Ipswich Town,MF,26,32,4,860,1,0,4,0,0.7,0.5,11,43,23,0.1,0.0,0.08,0.06,N/a,N/a,N/a,N/a,21.1,0.42,0.05,23.9,349,82.9,1673,88.1,87.8,60.4,5,30,8,1,22,2.3,2,0.21,20,10,27,15,12,3,9,9,534,32,161,281,103,8,11,36.4,36.4,254,791,10,1,10,6,345,16,5,0,7,53,7,8,46.7,€2.3M,0
Mathys Tel,fr FRA,Tottenham,FW,19,13,11,911,2,1,2,0,3.0,2.6,28,21,72,0.2,0.1,0.29,0.25,N/a,N/a,N/a,N/a,36.4,0.79,0.05,16.0,185,69.5,666,79.5,73.2,58.8,14,12,14,4,28,2.77,2,0.2,16,6,13,8,8,1,7,2,414,9,58,150,217,40,53,28.3,58.5,266,805,23,11,28,15,279,14,16,1,35,38,4,7,36.4,€51.4M,0
Kenny Tete,nl NED,Fulham,DF,28,22,21,1774,0,2,5,0,1.4,0.9,34,63,54,0.0,0.1,0.07,0.05,N/a,N/a,N/a,N/a,8.3,0.1,0.00,15.5,772,80.8,4026,91.4,80.7,56.5,9,65,13,6,36,1.83,4,0.2,56,38,38,15,31,12,19,32,1205,79,402,484,329,37,20,45.0,30.0,611,1336,21,7,17,10,695,35,16,1,38,74,24,22,52.2,€16.4M,0
Thiago,br BRA,Brentford,FWMF,23,8,1,175,0,0,0,0,0.1,0.1,3,4,8,0.0,0.0,0.07,0.04,N/a,N/a,N/a,N/a,0.0,0.0,0.00,14.8,40,71.4,73,71.4,81.3,60.0,2,2,2,0,3,1.55,0,0.0,5,3,1,1,3,0,3,2,83,7,15,34,36,4,5,60.0,40.0,45,53,3,1,6,2,51,3,3,1,2,12,7,5,58.3,€0.2M,0
Luke Thomas,eng ENG,Leicester City,DF,23,14,13,1110,0,0,3,0,0.4,0.5,5,37,16,0.0,0.0,0.03,0.04,N/a,N/a,N/a,N/a,0.0,0.0,0.00,16.8,493,78.4,2702,91.8,81.7,42.7,9,32,5,2,16,1.3,1,0.08,31,25,41,20,15,6,9,21,775,50,294,366,120,8,6,50.0,50.0,371,585,8,2,12,4,431,16,10,0,29,42,13,11,54.2,€0.4M,0
Youri Tielemans,be BEL,Aston Villa,MF,27,36,35,3026,3,7,4,0,3.3,7.0,39,235,48,0.09,0.21,0.1,0.21,N/a,N/a,N/a,N/a,30.0,0.36,0.08,20.1,1694,82.2,10244,89.8,87.3,54.1,60,229,38,4,122,3.63,12,0.36,84,58,73,33,38,16,22,23,2385,103,479,1366,565,45,61,50.8,31.1,1288,2551,26,9,31,29,1667,41,56,0,119,145,22,18,55.0,€43.3M,0
Kieran Tierney,sct SCO,Arsenal,DFFW,27,13,2,259,1,0,0,0,0.4,1.4,8,15,29,0.35,0.0,0.12,0.48,N/a,N/a,N/a,N/a,50.0,0.35,0.50,4.1,145,83.8,699,94.5,83.3,53.3,8,13,5,2,10,3.47,0,0.0,7,5,6,2,0,0,0,3,199,8,36,72,91,6,4,50.0,25.0,108,253,6,1,3,0,143,1,2,2,14,6,5,5,50.0,€7.1M,0
Jurriën Timber,nl NED,Arsenal,DF,23,30,27,2417,1,3,7,0,1.2,0.8,57,146,104,0.04,0.11,0.05,0.03,N/a,N/a,N/a,N/a,28.6,0.15,0.07,14.1,1194,85.6,4642,91.0,86.0,52.9,17,107,17,2,52,1.94,9,0.34,58,38,27,9,19,4,15,22,1661,51,304,859,505,66,53,45.3,45.3,890,2076,27,11,33,24,1052,31,29,6,28,94,22,20,52.4,€68.1M,0
Jean-Clair Todibo,fr FRA,West Ham,DF,24,27,20,1825,0,0,3,0,0.4,0.0,9,38,5,0.0,0.0,0.02,0.0,N/a,N/a,N/a,N/a,0.0,0.0,0.00,12.8,951,87.9,5965,93.9,94.4,44.0,2,44,1,0,5,0.25,0,0.0,47,28,36,10,25,13,12,26,1297,165,716,543,47,11,16,56.3,43.8,760,1602,5,0,14,11,890,16,6,0,3,79,28,26,51.9,N/a,0
Harry Toffolo,eng ENG,Nott'ham Forest,DF,28,4,1,137,0,0,1,0,0.0,0.0,0,2,4,0.0,0.0,0.01,0.0,N/a,N/a,N/a,N/a,0.0,0.0,0.00,28.5,47,70.1,304,93.8,62.5,14.3,0,1,0,0,0,0.0,0,0.0,5,3,4,1,2,2,0,2,88,9,32,22,34,2,0,N/a,N/a,17,23,0,0,0,0,30,1,0,0,4,2,1,0,100.0,€2.3M,0
Sandro Tonali,it ITA,Newcastle Utd,MF,24,36,28,2630,4,2,5,0,4.4,2.2,37,128,53,0.14,0.07,0.15,0.07,N/a,N/a,N/a,N/a,34.3,0.41,0.11,19.6,1285,83.7,5348,90.2,87.2,63.1,28,104,30,5,78,2.67,9,0.31,51,32,51,26,34,11,23,34,1818,64,406,991,450,45,37,54.1,37.8,979,2334,40,6,30,23,1257,37,49,2,54,177,12,12,50.0,€52.1M,0
Pau Torres,es ESP,Aston Villa,DF,27,24,23,2020,0,0,2,0,0.5,0.1,40,97,8,0.0,0.0,0.02,0.01,N/a,N/a,N/a,N/a,25.0,0.09,0.00,11.7,1217,88.9,7907,95.2,93.5,53.4,3,110,8,0,14,0.62,2,0.09,21,15,17,7,16,11,5,10,1518,237,701,726,97,17,17,88.2,11.8,965,4176,27,0,6,5,1090,8,7,0,3,62,18,29,38.3,€62.6K,0
Conor Townsend,eng ENG,Ipswich Town,DF,31,6,3,335,0,1,1,0,0.0,0.7,2,8,13,0.0,0.27,0.01,0.18,N/a,N/a,N/a,N/a,0.0,0.0,0.00,16.7,80,63.0,756,82.1,74.5,29.2,4,7,2,2,5,1.34,1,0.27,11,8,11,3,8,6,2,4,172,28,87,50,38,5,0,N/a,N/a,53,136,2,0,2,2,75,2,4,0,12,8,6,4,60.0,€1.2M,0
Adama Traoré,es ESP,Fulham,FWMF,28,36,18,1772,2,7,3,0,4.0,4.9,100,68,161,0.1,0.36,0.2,0.25,N/a,N/a,N/a,N/a,30.8,0.61,0.05,14.2,424,72.2,1683,82.5,73.7,55.6,42,36,38,22,82,4.16,10,0.51,20,13,13,8,7,0,7,1,801,4,83,285,455,91,97,49.5,37.1,538,2486,45,33,37,25,607,24,32,1,100,87,25,26,49.0,€6.6M,0
Mark Travers,ie IRL,Bournemouth,GK,25,5,5,450,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.00,80.0,20.0,N/a,N/a,0.0,N/a,N/a,100,70.4,2692,100.0,96.2,51.8,0,3,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,162,144,159,3,0,0,0,N/a,N/a,85,188,0,0,0,0,68,0,1,0,0,3,1,0,100.0,€5.3M,0
Kieran Trippier,eng ENG,Newcastle Utd,DF,33,25,14,1309,0,3,1,0,0.1,1.4,26,117,58,0.0,0.21,0.01,0.1,N/a,N/a,N/a,N/a,0.0,0.0,0.00,23.6,1036,82.5,6130,94.5,85.7,48.3,22,70,22,2,54,3.71,6,0.41,38,21,36,14,11,3,8,12,1388,50,375,616,406,13,8,50.0,50.0,609,1224,14,4,11,8,847,16,11,2,82,68,22,15,59.5,€4.5M,0
Kostas Tsimikas,gr GRE,Liverpool,DF,28,18,9,837,0,1,2,0,0.4,2.1,17,76,43,0.0,0.11,0.04,0.23,N/a,N/a,N/a,N/a,50.0,0.22,0.00,16.1,550,84.1,3100,94.7,87.7,51.0,16,42,12,4,31,3.33,2,0.21,31,20,23,9,5,2,3,11,741,33,190,327,229,13,12,41.7,41.7,368,790,8,2,6,4,472,9,6,1,64,31,5,8,38.5,€23.6M,0
Axel Tuanzebe,cd COD,Ipswich Town,DF,26,22,20,1710,0,1,5,1,0.2,0.3,10,61,15,0.0,0.05,0.01,0.02,N/a,N/a,N/a,N/a,0.0,0.0,0.00,15.7,682,83.8,4020,91.3,82.8,57.1,5,63,6,1,19,1.0,2,0.11,31,19,26,9,21,10,11,23,971,97,407,426,145,8,10,40.0,60.0,402,826,7,1,11,1,516,17,12,0,10,49,22,18,55.0,€3.6M,0
Destiny Udogie,it ITA,Tottenham,DF,21,25,24,1924,0,1,2,0,0.3,1.5,54,121,94,0.0,0.05,0.01,0.07,N/a,N/a,N/a,N/a,20.0,0.05,0.00,15.1,972,87.2,4770,91.1,90.0,78.8,16,89,6,1,36,1.68,3,0.14,75,47,48,15,40,6,34,22,1376,63,394,609,389,49,32,40.6,50.0,758,2352,40,12,37,19,819,29,38,3,19,111,13,13,50.0,€59.4M,0
Manuel Ugarte,uy URU,Manchester Utd,MF,23,29,22,1785,1,2,11,0,1.0,1.1,16,61,20,0.05,0.1,0.05,0.06,N/a,N/a,N/a,N/a,21.1,0.2,0.05,21.7,800,87.9,2801,89.7,93.1,74.7,10,59,9,3,31,1.56,4,0.2,77,49,68,38,33,4,29,27,1161,46,331,639,211,16,32,56.3,31.3,668,1347,16,1,32,25,728,41,33,0,7,122,18,18,50.0,€52.6M,0
Lesley Ugochukwu,fr FRA,Southampton,MF,20,26,18,1655,1,1,7,0,0.9,1.0,29,49,20,0.05,0.05,0.05,0.06,N/a,N/a,N/a,N/a,10.0,0.05,0.10,17.0,600,85.0,2081,88.4,90.8,60.5,14,54,7,1,24,1.3,1,0.05,50,24,36,18,27,10,17,14,879,50,215,501,169,24,28,67.9,28.6,479,1229,15,6,12,13,600,31,16,0,6,67,20,18,52.6,€27.1M,0
Enes Ünal,tr TUR,Bournemouth,FWMF,27,17,2,345,2,1,2,0,2.7,0.4,4,12,22,0.52,0.26,0.72,0.1,N/a,N/a,N/a,N/a,35.0,1.83,0.10,14.6,63,63.6,192,76.9,60.7,0.0,4,4,4,0,9,2.35,3,0.78,1,0,3,3,1,0,1,0,172,6,14,63,95,26,12,8.3,83.3,91,95,3,1,17,13,133,6,9,1,4,16,24,22,52.2,€12M,0
Hákon Valdimarsson,is ISL,Brentford,GK,22,2,1,145,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.24,50.0,100.0,N/a,N/a,0.0,N/a,N/a,46,65.7,1110,100.0,100.0,41.5,0,2,0,0,2,1.24,0,0.0,0,0,0,0,0,0,0,0,72,60,71,1,0,0,0,N/a,N/a,44,80,0,0,0,0,36,0,0,0,0,1,1,0,100.0,€2.4M,0
Virgil van Dijk,nl NED,Liverpool,DF,33,37,37,3330,3,1,5,0,2.2,0.7,22,198,6,0.08,0.03,0.06,0.02,N/a,N/a,N/a,N/a,29.6,0.22,0.11,13.1,2687,91.6,19099,96.2,95.4,67.2,12,290,7,0,48,1.3,4,0.11,38,20,22,9,27,16,11,56,3300,450,1317,1827,166,48,5,60.0,40.0,1856,4846,24,3,10,5,2281,17,13,0,1,115,119,46,72.1,€10.7M,0
Renato Veiga,pt POR,Chelsea,DFMF,21,7,1,181,0,0,2,0,0.1,0.0,4,7,3,0.0,0.0,0.07,0.0,N/a,N/a,N/a,N/a,33.3,0.5,0.00,17.1,118,84.9,435,88.2,90.2,61.9,0,6,1,0,1,0.49,0,0.0,9,6,12,8,3,1,2,1,167,2,61,82,27,3,5,60.0,40.0,85,144,5,1,1,0,110,6,1,1,0,9,3,3,50.0,€21.3M,0
Joël Veltman,nl NED,Brighton,DF,32,21,19,1697,0,0,5,0,0.5,0.5,32,85,34,0.0,0.0,0.02,0.02,N/a,N/a,N/a,N/a,16.7,0.05,0.00,19.7,745,80.2,3243,89.9,80.8,63.6,6,66,9,5,23,1.22,2,0.11,43,29,52,21,22,7,15,19,1133,65,332,558,253,10,15,26.7,33.3,548,1521,25,3,19,7,626,27,44,0,24,68,21,18,53.8,€2.3M,0
Micky van de Ven,nl NED,Tottenham,DF,23,13,12,1015,0,2,4,0,0.6,1.2,8,51,1,0.0,0.18,0.05,0.1,N/a,N/a,N/a,N/a,33.3,0.18,0.00,11.1,729,90.9,4206,91.9,96.6,62.5,2,50,1,0,11,0.98,2,0.18,10,6,14,6,12,8,4,10,895,110,460,408,36,9,8,50.0,50.0,620,1407,10,1,5,5,651,10,9,0,0,63,19,20,48.7,€62M,0
Jannik Vestergaard,dk DEN,Leicester City,DF,31,18,16,1391,0,0,5,0,0.1,0.1,3,32,2,0.0,0.0,0.01,0.01,N/a,N/a,N/a,N/a,66.7,0.13,0.00,9.7,870,90.7,5807,95.0,93.7,59.3,3,34,1,0,7,0.45,0,0.0,22,10,15,6,21,14,7,16,1092,196,572,497,28,10,4,100.0,0.0,672,1458,3,0,2,0,757,12,4,0,0,46,26,19,57.8,€1.8M,0
Kyle Walker,eng ENG,Manchester City,DF,34,15,9,970,0,0,3,0,0.1,0.4,12,64,11,0.0,0.0,0.01,0.04,N/a,N/a,N/a,N/a,40.0,0.19,0.00,27.7,724,87.7,3918,94.6,91.3,51.2,7,63,7,4,17,1.58,0,0.0,17,10,26,12,13,4,9,3,892,26,197,473,228,5,6,50.0,33.3,499,1106,13,0,9,2,630,6,5,1,14,46,9,7,56.3,€4.9M,0
Kyle Walker-Peters,eng ENG,Southampton,DF,27,33,33,2918,0,2,5,0,0.8,2.8,114,139,144,0.0,0.06,0.03,0.09,N/a,N/a,N/a,N/a,30.0,0.19,0.00,18.3,1493,88.2,6584,93.9,90.0,60.2,24,119,30,4,63,1.94,7,0.22,44,29,35,19,27,15,12,19,2022,151,615,884,540,59,92,41.3,42.4,1271,4373,72,24,32,39,1433,28,52,2,51,135,11,21,34.4,€16.6M,0
Christian Walton,eng ENG,Ipswich Town,GK,28,7,7,630,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.71,56.4,14.3,0.0,N/a,0.0,N/a,N/a,177,69.4,3409,100.0,97.6,38.7,1,3,0,0,2,0.29,0,0.0,0,0,1,1,0,0,0,0,272,248,271,1,0,0,0,N/a,N/a,143,384,0,0,0,0,131,0,1,0,0,6,2,0,100.0,€0.6M,0
Aaron Wan-Bissaka,cd COD,West Ham,DF,26,36,35,3154,2,5,1,0,1.2,3.5,110,149,167,0.06,0.14,0.03,0.1,N/a,N/a,N/a,N/a,31.3,0.14,0.13,15.1,1472,81.1,7523,90.2,81.6,45.7,33,94,35,11,93,2.65,10,0.29,70,49,32,9,37,11,26,66,2256,147,682,969,637,48,122,52.5,35.2,1092,3661,65,15,35,22,1322,25,27,5,76,174,22,33,40.0,€29.7M,0
Danny Ward,wls WAL,Leicester City,GK,31,2,1,135,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,4.00,40.0,0.0,N/a,N/a,0.0,N/a,N/a,41,77.4,949,100.0,100.0,55.6,0,2,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,55,40,55,0,0,0,1,0.0,100.0,44,107,0,0,0,0,35,0,0,0,0,1,0,0,N/a,€0.2M,0
James Ward-Prowse,eng ENG,West Ham,MF,29,15,12,1039,1,1,2,0,1.6,1.9,11,54,9,0.09,0.09,0.14,0.17,N/a,N/a,N/a,N/a,38.5,0.43,0.08,19.9,677,88.2,3140,95.9,91.5,58.3,20,76,5,2,34,2.95,1,0.09,20,14,19,12,6,3,3,8,849,30,180,513,158,11,5,40.0,60.0,427,845,16,0,3,6,593,10,4,0,49,52,10,5,66.7,€7.6M,0
James Ward-Prowse,eng ENG,Nott'ham Forest,MF,29,9,5,400,0,1,2,1,0.1,1.1,1,16,3,0.0,0.23,0.01,0.25,N/a,N/a,N/a,N/a,50.0,0.23,0.00,29.0,145,79.7,768,93.2,86.9,34.8,4,16,2,0,10,2.25,2,0.45,4,1,2,0,3,2,1,5,205,13,49,115,45,1,0,N/a,N/a,92,170,3,0,3,3,115,7,2,0,19,19,3,5,37.5,€7.6M,0
Adam Webster,eng ENG,Brighton,DF,29,14,11,887,0,0,1,0,0.2,0.5,8,63,2,0.0,0.0,0.03,0.05,N/a,N/a,N/a,N/a,20.0,0.1,0.00,10.8,636,87.7,4541,94.2,94.1,54.6,3,64,2,0,14,1.42,4,0.41,10,6,14,8,16,9,7,20,824,119,389,399,43,15,3,33.3,66.7,476,1475,6,0,5,1,552,7,2,1,2,35,24,6,80.0,€12.2M,0
Danny Welbeck,eng ENG,Brighton,FW,33,30,24,2115,10,4,5,0,9.6,1.4,21,47,95,0.43,0.17,0.41,0.06,N/a,N/a,N/a,N/a,39.0,0.98,0.15,15.3,417,84.9,1008,87.7,86.7,91.7,23,18,14,0,53,2.26,8,0.34,26,16,20,12,19,4,15,5,726,18,58,318,356,102,37,35.1,56.8,448,890,23,8,49,28,547,11,23,4,3,46,17,32,34.7,€5.9M,0
Welington,br BRA,Southampton,DF,23,10,6,482,0,0,1,0,0.0,0.1,5,11,19,0.0,0.0,0.01,0.01,N/a,N/a,N/a,N/a,0.0,0.0,0.00,31.3,145,78.0,695,89.9,77.2,50.0,3,8,5,4,7,1.31,1,0.19,21,9,19,7,5,1,4,7,276,31,113,102,64,3,9,55.6,33.3,100,197,4,1,9,4,120,6,8,1,17,21,5,4,55.6,€2M,0
Timo Werner,de GER,Tottenham,FWMF,28,18,4,516,0,3,0,0,1.0,2.5,42,30,89,0.0,0.52,0.17,0.44,N/a,N/a,N/a,N/a,37.5,0.52,0.00,18.2,158,66.9,597,82.5,70.9,38.9,10,3,15,2,18,3.13,3,0.52,6,4,13,10,10,1,9,1,298,8,24,78,203,33,19,52.6,42.1,215,1062,24,18,14,6,227,3,5,5,28,18,0,1,0.0,€3.6M,0
Adam Wharton,eng ENG,Crystal Palace,MF,20,20,16,1318,0,2,2,0,0.4,3.0,14,107,11,0.0,0.14,0.03,0.21,N/a,N/a,N/a,N/a,38.5,0.34,0.00,25.4,548,75.6,3780,82.5,80.1,65.4,26,78,18,5,59,4.03,6,0.41,34,14,44,27,11,2,9,20,872,30,204,463,212,11,10,20.0,80.0,430,1078,23,2,17,13,533,12,21,0,39,102,7,16,30.4,€62.1M,0
Ben White,eng ENG,Arsenal,DF,26,17,13,1198,0,2,2,0,0.5,1.4,23,59,42,0.0,0.15,0.03,0.1,N/a,N/a,N/a,N/a,22.2,0.15,0.00,19.4,580,83.8,2998,91.7,84.8,48.0,10,55,11,2,23,1.73,2,0.15,20,14,38,22,10,8,2,16,813,55,214,367,238,28,6,0.0,83.3,394,953,16,4,10,6,494,10,5,1,17,37,18,9,66.7,€59.9M,0
Mats Wieffer,nl NED,Brighton,DFMF,24,25,10,1015,1,3,6,0,0.8,1.6,18,62,23,0.09,0.27,0.07,0.14,N/a,N/a,N/a,N/a,44.4,0.35,0.11,13.2,594,85.1,2650,90.2,86.6,76.0,16,53,9,2,32,2.83,6,0.53,58,34,47,15,18,2,16,17,867,55,223,450,206,22,15,46.7,46.7,483,1051,20,1,19,9,533,23,10,1,13,68,32,25,56.1,€16.8M,0
Neco Williams,wls WAL,Nott'ham Forest,DF,23,35,28,2594,1,3,7,0,2.3,1.6,68,89,103,0.03,0.1,0.08,0.05,N/a,N/a,N/a,N/a,18.9,0.24,0.03,20.2,843,75.5,5011,90.4,72.1,37.4,18,69,22,10,51,1.77,6,0.21,90,57,86,33,42,10,32,31,1565,155,558,574,453,45,46,39.1,41.3,650,2169,28,16,36,21,744,24,43,2,59,110,40,30,57.1,€28.1M,0
Willian,br BRA,Fulham,FWMF,35,10,2,257,0,0,0,0,0.3,0.5,11,40,33,0.0,0.0,0.1,0.18,N/a,N/a,N/a,N/a,0.0,0.0,0.00,22.1,178,85.6,855,94.5,85.2,73.9,7,19,10,2,17,5.93,0,0.0,4,2,6,4,0,0,0,1,231,1,18,83,134,7,7,14.3,57.1,148,503,10,2,3,1,183,1,0,0,16,14,1,3,25.0,€0.9M,0
Joe Willock,eng ENG,Newcastle Utd,MFFW,24,32,11,1086,0,2,4,0,1.6,2.1,38,41,86,0.0,0.17,0.14,0.18,N/a,N/a,N/a,N/a,16.7,0.25,0.00,15.1,300,82.6,903,89.2,87.0,45.5,22,28,8,0,45,3.73,4,0.33,30,17,31,13,24,6,18,6,533,12,74,231,239,55,35,34.3,48.6,325,1034,28,16,37,23,372,23,13,3,18,40,5,14,26.3,€17.8M,0
Callum Wilson,eng ENG,Newcastle Utd,FW,32,18,2,370,0,0,1,0,0.4,0.1,5,4,17,0.0,0.0,0.09,0.03,N/a,N/a,N/a,N/a,16.7,0.24,0.00,15.4,40,75.5,89,81.5,81.3,N/a,3,2,0,0,10,2.43,0,0.0,2,2,2,2,2,0,2,1,95,1,5,55,38,19,7,14.3,57.1,47,105,4,5,16,12,60,4,1,3,2,11,2,16,11.1,€7.3M,0
